Date,AA,BAC,BHI,CVX,DD,DOW,DPS,GS,HAL,HES,HON,HUN,JPM,KO,MMM,MPC,PEP,SLB,WFC,XOM,VV
31-Dec-13,10.63,15.57,55.26,124.91,64.97,44.4,48.72,177.26,50.75,83,91.37,24.6,58.48,41.31,140.25,91.73,82.94,90.11,45.4,101.2,84.8
30-Dec-13,10.53,15.54,54.45,124.23,64.65,44.6,48.84,175.73,50.4,82.61,91,24.33,57.95,41.09,139.42,88.5,82.91,89.17,45.5,100.31,84.37
27-Dec-13,10.69,15.67,54.77,125.23,64.25,44.6,48.8,176.35,51.08,83.07,91.14,24.24,58.14,40.66,139.35,89.13,82.71,89.9,45.5,101.51,84.45
26-Dec-13,10.43,15.65,54.58,124.81,64.25,44.86,48.59,176.45,51.21,82.6,91.1,24.01,58.2,40.49,138.29,89.54,82.45,89.39,45.54,100.9,84.45
24-Dec-13,10.36,15.7,54,123.51,63.83,44.42,48.5,176.16,50.68,81.14,90.45,24.14,58.25,40.19,136.99,89.35,82.04,88.31,45.39,99.22,84.07
23-Dec-13,10.13,15.69,53.64,122.8,62.74,43.88,48.19,176.47,50.3,80.22,89.72,23.94,58.24,40.16,136.8,88.77,81.86,87.32,45.21,98.51,84.31
20-Dec-13,9.94,15.6,53.81,122.78,62.55,43.78,48.42,175.16,50.54,80.17,89.55,23.77,57.7,40.04,136.72,87.26,81.81,87.27,44.96,98.68,83.85
19-Dec-13,9.97,15.75,53.19,123.22,62.71,43.9,47.8,174.77,49.42,80.54,88.64,23.77,57.23,39.86,136.41,85.71,81.66,86.47,45.02,99.43,83.36
18-Dec-13,9.83,15.69,53.66,121.6,62.19,43.51,48.22,174.84,49.91,80.83,88.45,23.79,57.24,40.02,135.8,87.42,81.42,87.26,44.93,99.54,83.5
17-Dec-13,9.7,15.18,52.66,118.74,61.18,42.2,47.35,170.49,49.35,79.51,86.48,23.55,55.72,39.1,131.39,86.09,80.46,85.54,43.59,96.75,82.07
16-Dec-13,9.57,15.24,53.23,120.22,60.84,41.6,47.75,170.95,50.13,79.35,87.37,23.38,56.42,39.27,127.66,86.35,81,87,43.98,97.22,82.32
13-Dec-13,9.51,15.18,52.71,119.9,60.24,41.52,47.58,168.39,49.39,78.95,86.61,23.18,56.17,39.23,126.43,85.21,80.93,86.37,43.73,95.31,81.81
12-Dec-13,9.37,15.25,53.03,120.99,59.95,40.76,47.3,168.33,49.59,78.56,86.29,23.17,56.31,39.21,126.58,85.7,81.28,86.96,43.5,95.36,81.77
11-Dec-13,9.34,15.25,52.44,122.1,60.29,41.05,48.31,167.6,48.99,78.94,86.45,23.15,56.07,40.13,126.77,85.98,82.67,86.14,43.52,94.26,81.97
10-Dec-13,9.56,15.56,53.29,123.66,61.44,41.78,48.39,169.73,49.43,79.94,87.84,23.98,56.7,39.85,127.55,87.51,82.4,87.01,44.11,95.71,82.97
9-Dec-13,9.48,15.58,53.74,123.34,61.39,40.8,48.74,167.67,49.91,80.51,87.87,23.62,56.51,40.4,128.57,85.55,82.69,88.03,44.32,95.84,83.18
6-Dec-13,9.36,15.56,53.83,122.29,61.34,39.27,49,167.21,50.56,80.86,88.32,23.32,56.06,40.46,128.61,87.2,83.15,88.15,44.11,95.65,82.99
5-Dec-13,9.35,15.43,54,121.1,60.11,38.61,48.21,165.56,50.48,81.47,86.86,23,55.82,39.83,126.83,83.85,81.9,86.87,43.25,94.13,82.16
4-Dec-13,9.36,15.63,54.7,121.77,60.26,38.89,48.63,168.7,50.62,82.21,86.83,23.14,57.19,40.37,126.46,83.26,82.65,87.28,43.75,94.67,82.49
3-Dec-13,9.42,15.54,56.65,122.52,60.5,38.72,48.11,168.05,52.02,81.15,87.07,22.98,56.86,40.35,126.6,86.99,83.8,87.64,43.73,94.39,82.49
2-Dec-13,9.55,15.73,56.25,122.34,61.74,39.98,47.74,169.72,52.01,80.91,88.14,23.16,56.98,40.08,127.68,87.41,83.7,87.6,44.18,93.52,82.71
29-Nov-13,9.61,15.82,56.96,122.44,61.38,39.06,48.26,168.94,52.68,81.13,88.51,22.93,57.22,40.19,133.51,82.74,84.46,88.42,44.02,93.48,83.04
27-Nov-13,9.64,15.83,56.73,122.42,61.54,39.1,48.47,168.22,52.42,81.48,88.87,23,57.48,40.19,133.5,84.34,84.42,87.95,44.27,93.8,83.07
26-Nov-13,9.65,15.88,56.92,122.78,61.32,38.79,48.19,168.04,53.18,83.61,88.53,22.97,57.17,40.25,132.15,81.55,84.39,89.46,44.31,94.27,82.87
25-Nov-13,9.59,15.81,57.03,123.74,61.58,39.01,48.49,169.48,52.7,82.63,88.59,22.49,57.65,40.37,131.23,81.78,85.37,89.81,44.48,95.09,82.85
22-Nov-13,9.24,15.64,57.91,124.03,61.7,39.66,48.94,168.1,54.5,83.33,88.8,22.62,57.46,40.43,131.02,80.25,85.74,92.73,44.36,95.01,82.88
21-Nov-13,9.12,15.59,57.89,123.46,61.6,39.63,49.17,167.07,54.2,82.33,87.94,22.32,57.22,40.43,130.35,78.78,85.62,91.01,44.08,94.69,82.5
20-Nov-13,9.05,15.14,56.91,122,60.79,39.26,48.41,165,53.58,81.31,87.22,22.08,56.1,40.06,129.18,77.4,85.13,90.45,43.62,94.68,81.81
19-Nov-13,9.13,15.2,57.16,122.06,61.49,39.7,48.45,166.6,53.76,81.89,87.86,22.64,56.15,40.14,130.05,78.83,85.29,91.28,43.56,95.42,82.09
18-Nov-13,8.95,14.92,57.33,120.56,61.7,39.87,48.66,165.68,54.33,81.91,88.68,22.84,55.74,40.17,130.13,77.43,85.86,92.02,43.41,95.45,82.26
15-Nov-13,9.03,14.92,58.27,120.06,62.11,40.23,48.56,164.4,56.23,82.86,88.62,22.99,54.87,40.22,129.85,78.84,86.03,92.98,43.54,95.27,82.66
14-Nov-13,8.98,14.8,58.28,119.56,61.79,40.1,48.75,163.2,56.26,81.7,88.67,23.28,54.4,40.21,129.79,78.86,86.39,93.31,43.09,93.22,82.3
13-Nov-13,8.99,14.64,57.55,120.09,60.94,39.6,48.14,162.94,55.54,80.78,87.51,23.22,54.14,40.12,128.59,75.1,85.95,93.08,42.76,92.59,81.89
12-Nov-13,8.92,14.32,57.13,120,62.05,39.34,47.94,162.89,54.46,79.94,86.59,22.85,53.97,39.88,128.36,74.01,85.64,91.99,42.28,92.67,81.19
11-Nov-13,9.03,14.4,58.35,121.08,62.09,39.66,47.91,163.84,55.3,80.87,87.42,22.81,54.1,39.87,127.95,72.2,85.45,93.87,42.75,92.96,81.32
8-Nov-13,9.06,14.32,57.92,121.19,62,39.67,47.91,163.17,55.32,80.3,87.44,22.61,53.96,40.05,127.99,71.65,85.85,93.79,42.71,92.73,81.33
7-Nov-13,8.95,13.8,55.97,119.91,60.85,38.67,47.33,159.64,53.9,78.78,85.46,22.19,51.65,39.83,126.41,70.43,85.3,92.05,41.71,91.96,80.25
6-Nov-13,9.66,13.96,57.96,121.14,60.77,39.26,47.76,163.52,54.4,81,86.72,22.65,52.1,40.05,127.13,70.4,86.68,93.23,42.44,93.22,81.34
5-Nov-13,9.78,13.93,57.88,118.45,60.3,38.72,47.28,161.95,53.13,80.49,86.34,22.75,51.95,39.5,126.12,70.72,84.62,92.39,42.63,91.99,80.95
4-Nov-13,9.92,14.04,58.41,118.1,60.31,38.4,47.18,163.16,54.04,81.73,86.31,23.19,52.04,39.51,126.32,71.69,84.37,93.51,42.7,92.1,81.24
1-Nov-13,9.27,14.02,58.29,118.01,61.09,38.95,47.43,162.05,53.23,80.93,86.91,23.21,52.51,39.61,125.9,70.86,84.56,93,42.67,89.82,80.96
31-Oct-13,9.27,13.97,58.09,119.96,61.2,39.47,47.35,160.86,53.03,81.2,86.73,23.22,51.54,39.57,125.85,71.66,84.09,93.72,42.69,89.62,80.77
30-Oct-13,9.46,14.17,58.37,120.3,61.02,39.26,47.47,162.05,53.26,80.32,86.72,23.13,52.6,39.62,124.79,72.51,84.72,93.88,43.1,88.81,81
29-Oct-13,9.54,14.15,58.66,121.5,61.48,39.46,47.71,162.11,53.25,83.5,87.46,23.04,52.73,39.8,125.28,70.82,85.49,94,42.96,88.93,81.44
28-Oct-13,9.56,14.23,58.05,120.91,61.56,39.11,47.51,161.45,52.03,83.16,87.33,21.71,52.68,39.61,124.92,71.2,84.61,92.85,42.83,88.23,80.97
25-Oct-13,9.24,14.26,58.23,120.59,61.9,39.52,46.67,162.09,51.69,83.2,87.5,22.35,52.77,39.03,124.42,69.89,83.35,92.9,42.86,87.97,80.89
24-Oct-13,9.25,14.17,57.07,120.56,61.38,40.62,46.49,159.96,51.1,83.09,87.28,22.47,52.48,38.8,123.49,69.21,82.54,92.85,42.69,88.42,80.57
23-Oct-13,9.27,14.21,56.2,120.13,60.22,41.04,46.49,157.74,50.74,81.92,86.69,22.62,52.75,39.09,123.2,72.09,83.33,92.84,42.76,87.61,80.32
22-Oct-13,9.36,14.52,57.15,120.64,60.17,41.55,45.37,159.25,51.78,83.56,86.16,22.49,53.62,39.09,123.8,72.5,83.44,94.46,42.94,87.98,80.73
21-Oct-13,8.6,14.52,56,119.82,59.46,41.36,44.98,159.77,50.66,84,84.65,22.49,54.27,38.82,123.25,70.93,82.37,93.48,42.62,87.23,80.25
18-Oct-13,8.63,14.63,55.55,119.65,59.62,41.31,45.01,158.69,52.47,84.06,84.58,22.3,54.3,38.78,122.84,70.74,83.01,93.99,42.68,87.55,80.26
17-Oct-13,8.59,14.66,51.78,119.52,59.64,41.39,45.03,158.32,51.72,82.39,86.74,22.2,54.21,38.55,122.62,70.18,82.58,91.43,42.68,87.48,79.74
16-Oct-13,8.53,14.56,50.98,119.16,59.06,41.13,45.04,162.25,51.97,82.31,85.75,21.9,54,38,120.94,68.95,82.27,92.18,42.21,87.31,79.16
15-Oct-13,8.38,14.24,50.12,118.15,58.14,40.43,43.78,157.63,51.16,80.81,85.14,21.51,52.31,37.66,119.82,68.44,80.6,90.54,41.54,86.79,78.1
14-Oct-13,8.45,14.35,50.42,118.58,58.36,40.82,44.17,159.46,51.35,81.31,85.98,21.5,52.71,37.91,121.4,67.19,81.09,91.17,41.75,87.6,78.64
11-Oct-13,8.32,14.19,50.23,117.67,57.93,41.07,43.92,160,50.67,81.1,86.46,21.73,52.51,37.77,120.72,67.25,80.83,90.02,41.43,86.95,78.32
10-Oct-13,8.35,14.23,49.64,116.38,58.29,40.4,44.05,158.01,50,80.79,85.09,21.57,52.52,37.78,119.34,65.31,80.69,89.42,41.44,86.04,77.81
9-Oct-13,8.1,13.84,48.64,116.13,56.94,38.92,43.63,154.44,48.56,78.53,81.9,21.2,50.75,37.08,117.57,62.1,79.5,87.04,40.36,85.16,76.15
8-Oct-13,7.94,13.69,48.93,116.73,57.07,38.52,43.47,153.05,48.66,78.77,81.82,21.48,50.87,37.28,117.16,62.5,78.93,87.95,40.24,85.51,76.13
7-Oct-13,7.97,13.81,49.01,117.87,58.11,39.35,43.38,154.25,49.02,79.54,82.91,21.75,51.83,37.05,118.69,63.92,79.06,89.29,40.62,85.9,77.11
4-Oct-13,7.96,14.05,49.45,118.13,58.65,39.99,43.47,156.55,49.06,80.14,82.24,21.92,52.67,37.2,119.4,65.23,79.62,90.01,41.3,86.32,77.75
3-Oct-13,7.86,14,48.79,118.25,57.76,38.77,43.41,156.85,48.4,79.89,81.45,21.49,51.94,37.16,118.55,65.23,79.44,89.44,41,85.5,77.21
2-Oct-13,8.02,14.06,49.63,120.83,58.99,38.7,44,158.67,49.09,79.96,82.84,21.13,52.09,37.43,119.2,65.34,79.56,89.85,41.26,86.08,77.89
1-Oct-13,8.17,13.9,49.66,121.32,58.69,38.31,44.48,159,48.6,78.69,83.22,21.03,51.96,37.95,119.62,64.29,79.82,89.05,41.49,86,77.96
30-Sep-13,8.12,13.8,49.1,121.5,58.56,38.4,44.82,158.21,48.15,77.34,83.04,20.61,51.69,37.88,119.41,64.32,79.5,88.36,41.32,86.04,77.34
27-Sep-13,8.2,13.9,49.53,122.64,59.01,39.02,44.98,159.85,48.39,78.33,83.58,20.55,52.24,38.4,120.22,64.94,80.2,88.82,41.59,86.9,77.75
26-Sep-13,8.27,14.08,49.47,123.49,59.51,39.99,45.07,162.29,48.71,78.79,84.05,20.8,51.89,38.74,120.66,64.14,80.54,88.83,41.61,87.07,78.08
25-Sep-13,8.33,14.14,49.42,124.07,59.32,39.86,44.95,162.31,48.88,78.72,83.84,20.71,51.7,38.33,120.2,64.47,80.21,88.57,41.81,87.14,77.76
24-Sep-13,8.3,14.09,49.26,124.49,59.32,39.11,45.27,162.97,48.75,78.51,84.25,20.57,50.32,38.53,120.8,64.31,80.54,87.91,41.73,87.36,77.97
23-Sep-13,8.28,14.14,49.24,125.52,59.41,39.24,45.29,165.25,48.39,78.53,84.13,20.57,51.46,38.63,121.11,62.99,81.02,87.04,42.31,87.75,78.12
20-Sep-13,8.29,14.44,49.84,124.92,59.42,39.7,45.59,169.75,49.34,78.63,85.48,20.55,52.8,39.4,120.01,64.51,81.74,87.44,42.85,88.66,78.82
19-Sep-13,8.44,14.61,50.23,125.44,60.33,40.61,45.79,167.78,49.54,79.64,86.79,20.38,52.75,39.31,121.57,65.41,81.82,88.79,42.96,89.28,79.4
18-Sep-13,8.56,14.72,50.38,125.82,60.44,40.86,46.09,168.06,49.75,79.22,86.65,19.5,53.41,39.59,121.29,66.26,82.88,88.95,43.31,89.58,79.55
17-Sep-13,8.26,14.55,50.26,124.34,59.62,39.71,45.52,167.42,49.67,77.79,85.45,19.5,53.09,38.79,119.93,66.21,81.66,87.74,42.85,88.94,78.62
16-Sep-13,8.1,14.53,49.95,124.08,59.7,39.8,45.13,167.03,49.82,77.92,85.1,19.14,53.14,38.86,119.23,66.95,81.02,87,42.89,88.67,78.22
13-Sep-13,8.08,14.49,49.7,124.14,58.88,39.87,44.91,164,49.69,77.72,84.05,19.27,52.59,38.69,118.6,67.89,80.32,86.72,42.19,88.4,77.78
12-Sep-13,8.16,14.48,49.4,123.89,58.06,38.86,44.56,163.35,49.2,77.25,83.78,18.73,52.24,38.44,118.2,66.93,79.87,86.58,42.26,87.98,77.59
11-Sep-13,8.19,14.65,50.14,123.92,58.83,39.85,44.31,165.06,50.19,78.1,84.03,18.73,53.26,38.78,118.71,67.71,79.85,87.05,42.5,88.84,77.83
10-Sep-13,8.06,14.61,50.22,123.01,58.04,39.98,44.54,165.14,50.32,77.79,84.13,18.63,53.67,38.63,117.59,68.1,79.43,86.9,42.45,87.82,77.61
9-Sep-13,8.08,14.48,50.13,122.22,57.5,38.81,44.58,159.49,50.26,78.33,82.43,18.85,52.86,38.52,116.74,69.61,79.38,86.45,41.72,88.04,77.01
6-Sep-13,7.92,14.36,48.99,121.21,57.11,38.56,44.47,156.66,49.54,77.3,81.66,18,52.56,38.35,115.04,70.85,79.26,85.14,41.43,87.25,76.27
5-Sep-13,7.87,14.37,48.43,121.37,57.61,38.41,44.61,156.17,49.77,76.53,81.39,17.76,52.11,38.24,114.87,72.1,79.07,84.22,41.82,87.35,76.19
4-Sep-13,7.84,14.32,47.73,120.86,57.23,37.78,45.25,155.74,49.08,76.15,80.96,17.75,51.87,38.54,114.55,73.66,79.53,82.86,41.5,87.76,76.11
3-Sep-13,7.72,14.25,46.85,120.55,56.39,37.44,44.6,154.76,48.3,75.99,80.98,17.53,51.13,37.9,113.22,73.44,80.2,82.42,41.39,87.15,75.45
30-Aug-13,7.7,14.12,46.49,120.43,56.62,37.4,44.76,152.13,48,74.85,79.57,17.5,50.53,38.18,113.58,72.51,79.73,80.94,41.08,87.16,75.13
29-Aug-13,7.81,14.17,46.65,120.37,56.66,37.52,44.59,153.63,48.54,75.82,80.06,17.74,50.7,38.1,113.32,73.63,79.33,81.6,41.25,87.27,75.43
28-Aug-13,7.93,14.12,47.19,121.81,56.79,37.45,44.9,152.97,48.9,76.48,79.45,17.56,50.58,38.35,113,74.04,79.37,82.68,41.25,88.84,75.24
27-Aug-13,7.92,14.11,46.65,118.81,56.75,37.56,45.36,153.23,48.13,75.45,79.25,17.82,50.6,38.15,112.73,73.1,79.06,81.17,41.11,86.82,75
26-Aug-13,8.06,14.49,47.25,118.84,57.57,38.65,45.32,157.9,48.44,75.41,81.05,18.41,51.8,38.12,114.33,74.81,79.69,81.9,42.39,87.09,76.24
23-Aug-13,8.05,14.57,47.51,119.53,57.9,38.74,45.62,158.65,48.71,75.66,81.4,18.28,52.32,38.52,114.4,75.06,79.85,81.67,42.76,87.52,76.49
22-Aug-13,8.03,14.57,47.12,118.29,57.55,37.19,45.24,159.41,47.82,74.51,80.77,18,52.21,38.31,114.67,74.86,79.25,82.21,42.48,86.98,76.19
21-Aug-13,7.84,14.34,46.22,117.7,57.15,37.14,45.16,157.11,46.98,73.03,80.58,17.81,51.63,38.28,113.42,71.85,79.08,80.05,42.36,86.42,75.53
20-Aug-13,8,14.29,46.84,118.29,57.53,36.95,45.58,159.56,47.35,73.72,81.72,18.13,52.12,38.65,115.42,70.99,80.29,80.62,42.59,86.83,75.98
19-Aug-13,7.94,14.15,46.44,118.66,57.53,36.63,45.2,158.63,46.65,73.29,81.46,17.71,51.83,38.78,115.61,69.05,80.88,80.41,42.49,86.92,75.61
16-Aug-13,8.12,14.42,46.86,119.88,58.28,36.89,44.83,160.66,46.95,75.07,81.96,17.82,53.29,39.05,115.9,70,80.18,81.92,42.75,87.91,76.06
15-Aug-13,8.16,14.32,47.34,120.25,58.74,37.15,45.28,160.75,46.68,75.23,82.01,18.05,53.29,39.09,115.85,70.67,80.91,81.99,42.99,88.16,76.32
14-Aug-13,8.16,14.6,47.22,122.05,59.37,37.75,45.86,163.34,46.82,75.47,83.35,18.55,54.15,39.53,117.62,73.69,82.75,82.16,43.1,88.95,77.41
13-Aug-13,8.15,14.51,47.24,122.5,59.71,37.88,46.46,163.71,46.58,75.21,83.69,18.56,54.29,39.65,118.67,74.94,83.39,82.22,43.32,89.4,77.78
12-Aug-13,8.26,14.41,47.53,121.8,59.88,37.48,46.62,161.69,46.02,75.13,83.43,18.17,54.09,39.83,118.38,73.05,83.81,80.25,43.2,89.89,77.61
9-Aug-13,8.22,14.45,47.44,122.5,59.74,38.04,46.85,162.13,46.03,74.89,83.32,18.2,54.52,40.16,118.31,73.24,84.34,80.49,43.23,90.72,77.68
8-Aug-13,7.91,14.61,47.92,123.07,59.76,36.91,47.04,162.84,46.14,74.36,83.51,18,54.83,40.2,118.68,72.49,84.68,81.23,43.22,91.78,77.92
7-Aug-13,7.79,14.53,47.54,123.33,59.6,36.29,47.22,163.45,45.53,73.56,83.65,17.95,55.3,40.15,117.83,71.72,84.76,81.05,43.27,91.34,77.59
6-Aug-13,7.91,14.64,47.43,123.14,59.2,36.06,47.15,164.78,45.85,73.46,84.16,18.06,55.49,40.37,117.5,71.12,85.05,82.22,44.03,91.47,77.86
5-Aug-13,8,14.8,48.03,123.99,59.59,36.48,47.47,168.32,46.05,75.08,84.53,18.44,56.1,40.29,117.92,71.69,84.48,82.89,44.34,91.59,78.33
2-Aug-13,7.97,14.84,48.42,124.95,59.92,36.22,47.41,167.62,46.3,75.31,84.68,18.4,56.49,40.22,118.26,71.93,84.29,82.89,44.49,91.95,78.43
1-Aug-13,7.95,14.95,48.41,126.44,58.45,35.4,47.26,167.49,46.41,76.04,84.56,18.34,56.54,40.57,118.41,75.09,84.2,83.55,44.26,92.73,78.31
31-Jul-13,7.95,14.6,47.43,125.89,57.69,35.04,46.74,164.03,45.19,74.46,82.98,18.02,55.73,40.08,117.43,73.33,83.54,81.33,43.5,93.75,77.34
30-Jul-13,8.03,14.52,47.13,125.78,57.68,35.06,46.45,162.43,45.23,73.19,83,18.13,55.33,40.32,116.84,73.01,85.11,81.43,43.26,93.81,77.31
29-Jul-13,8.04,14.52,47.24,126.17,57.54,35,46.8,163.17,45.53,72.03,82.76,17.76,55.69,40.28,116.61,72.23,85.25,81.15,43.25,94.03,77.22
26-Jul-13,8.07,14.73,47.98,127.56,57.66,34.7,46.64,165.26,45.98,73.2,82.88,17.55,56.05,40.64,116.91,71.91,85.31,81.91,43.51,94.79,77.52
25-Jul-13,8.03,14.83,47.46,127.76,57.59,34.99,46.11,165.91,44.34,73.54,82.85,17.91,56.5,40.84,116.55,72.05,85.55,82.57,43.65,94.97,77.46
24-Jul-13,8.05,14.71,47.76,126.37,57.38,34.37,46.32,165.04,44.82,72.63,83.01,17.65,56.63,40.86,116.33,70.39,85.64,82.85,44.31,94.99,77.2
23-Jul-13,8.14,14.94,47.75,127.26,57.12,34.55,47.68,166.26,45.58,73.43,83.27,17.72,56.67,40.96,116.75,71.77,86.2,83.57,44.57,95.2,77.51
22-Jul-13,8.12,14.92,47.51,127.03,57.17,34.59,47.82,166.25,45.08,73.27,83.04,17.54,56.56,40.84,116.28,69.84,86.4,83.81,44.63,94.83,77.6
19-Jul-13,8.07,14.75,47.8,126.91,57.14,34.67,48.29,164.36,45.83,73.94,83.57,17.53,56.16,41.09,116.19,69.6,86.41,82.74,44.45,95.17,77.47
18-Jul-13,8.21,14.76,49.08,125.47,57.47,34.58,47.91,164.06,44.74,72.16,82.97,17.24,56.37,40.81,115.48,68.29,86.8,78.48,44.41,94.38,77.35
17-Jul-13,8.19,14.31,48.9,124.35,57.25,34.73,47.7,161.5,44.14,71.28,82.44,17.16,55.27,40.84,114.64,69.75,85.24,77.61,43.51,93.46,76.9
16-Jul-13,8.11,13.92,48.69,124.12,54.38,33.97,47.31,160.24,43.63,70.74,82.03,17,55.01,40.23,114.34,69.93,84.02,76.52,43.02,93.3,76.7
15-Jul-13,8.17,13.88,48.91,124.68,54.63,34.4,47.5,163,44.11,71.06,82.3,17.53,54.89,41.01,114.85,73.1,84.72,77.02,43.35,93.25,77.01
12-Jul-13,8.1,13.78,49.16,124.06,54.41,34.12,47.46,160.11,44.64,71.17,82.37,17.5,54.97,41.03,115.14,73.24,84.32,76.84,42.63,93.4,76.82
11-Jul-13,8.1,13.51,48.8,123.77,54.54,34.2,47.57,157.71,44.18,70.96,82.57,17.52,55.14,41.03,114.53,71.51,84.55,76.63,41.89,93.27,76.68
10-Jul-13,7.92,13.37,48.78,122.9,53.92,33.79,46.96,155.83,44.13,68.73,81.21,17.12,54.83,40.68,113.43,68.3,82.99,76.18,42.07,92.82,75.62
9-Jul-13,7.91,13.53,48.96,123.27,53.91,34.02,46.6,156.94,44.31,68.57,81.39,17.14,54.89,40.83,113.35,70.12,82.77,76.54,42.7,93.34,75.57
