Date,AA,BAC,BHI,CVX,DD,DOW,DPS,GS,HAL,HES,HON,HUN,JPM,KO,MMM,MPC,PEP,SLB,WFC,XOM,VV
8-Jul-13,7.92,13.28,48.69,121.24,53.76,33.09,46.39,153.81,43.92,68.53,80.67,17.07,54.7,40.54,112.13,69.44,81.78,74.79,42.83,92.25,75.05
5-Jul-13,7.81,13.06,48.09,120.51,53,32.69,46.37,153.24,43.71,68.13,80.06,16.76,53.99,40.52,111.54,68.99,80.8,74.09,42.07,91.57,74.64
3-Jul-13,7.71,12.83,47.62,119.08,52.4,32.43,46.58,150.43,42.65,67.2,78.51,16.6,52.77,40.49,109.45,70.73,80.73,73.01,41.22,90.69,73.87
2-Jul-13,7.8,12.9,47.58,119.15,52.54,32.44,46.6,150.92,42.79,67.22,77.88,16.59,52.8,40.37,108.73,69.29,81.68,72.61,41.22,90.64,73.75
1-Jul-13,7.86,12.93,46.69,119.08,52.72,32.5,46.41,151.75,42.45,66.71,80.32,16.92,52.49,40.46,109.31,70.38,82.04,72.78,41.36,90.3,73.85
28-Jun-13,7.82,12.86,46.13,118.34,52.5,32.17,45.93,151.25,41.72,66.49,79.34,16.56,52.79,40.11,109.35,71.06,81.79,71.66,41.27,90.35,73.41
27-Jun-13,7.87,13.01,45.87,118.71,53.57,32.35,46,153.51,41.84,67.05,80.2,16.86,53.15,40.26,110.24,71.05,81.74,71.93,41.56,90.04,73.73
26-Jun-13,7.75,12.76,45.31,118.15,53.53,32.2,45.64,151.66,41.47,65.71,79.75,16.83,52.5,40.33,109.68,72.43,81.3,71.81,41.02,89.8,73.25
25-Jun-13,7.92,12.67,45.08,117.45,52.88,32.5,44.98,153.06,41.15,63.65,77.65,16.82,52.08,39.72,108.24,72.08,80.04,72.09,40.3,89.11,72.54
24-Jun-13,7.79,12.3,44.33,116.82,52.66,32.35,45.19,150.78,40.95,62.87,76.65,16.36,50.92,39.53,107.5,70.38,80.13,71.24,39.8,88.48,71.83
21-Jun-13,7.98,12.69,44.87,118.93,52.91,32.63,45.54,154.25,41.79,64.02,78.25,16.69,51.96,39.76,109.59,72.81,80.13,72.83,40.96,89.48,73.09
20-Jun-13,8.02,12.89,44.92,117.95,52.59,33.19,45.38,155.41,41.8,64.28,77.67,17.23,52.48,39.13,108.78,73.79,78.91,72.14,40.09,89.05,72.87
19-Jun-13,8.11,13.19,45.89,120.5,53.47,34.1,46.6,161.56,43.05,66.38,79.68,17.7,53.55,40.41,111.57,78.31,80.89,73.4,40.66,91,74.73
18-Jun-13,8.21,13.27,46.75,121.52,54.02,34.62,47.43,164.15,44.07,67.52,80.85,18.07,54.11,40.93,112.97,78.92,82.57,74.16,40.84,91.93,75.79
17-Jun-13,8.11,13.21,46.43,121.22,53.7,34.14,47.1,164.11,43.62,67.51,79.71,18,53.85,40.68,111.91,79,82.55,73.1,40.61,91.51,75.2
14-Jun-13,8.12,13.07,46.03,120.28,52.68,34.01,46.93,162.92,42.93,65.97,78.18,18.27,53.13,40.34,111.03,79.61,82.13,71.6,40.16,90.58,74.64
13-Jun-13,8.2,13.21,46.95,121.66,53.88,34.65,46.81,165.82,43.08,66.85,78.31,18.38,54.17,40.41,111.2,80.79,81.98,72.46,40.94,91.33,75.11
12-Jun-13,8.18,13.06,45.35,119.97,54.23,33.79,47,161.86,41.61,66.82,77.32,17.78,53.18,40.39,109.03,79.28,82.11,70.95,40.27,89.74,73.96
11-Jun-13,8.23,13.12,45.47,121.45,54.85,34,46.66,163.31,42.04,67.29,78.16,18.26,53.49,40.79,110.22,79.86,82.53,71.44,40.66,90.46,74.6
10-Jun-13,8.36,13.3,46.23,122.69,55.52,34.33,47.05,167.49,42.82,68.75,78.68,18.56,54.36,41.18,110.81,82.41,82.85,73.3,41.27,91.12,75.33
7-Jun-13,8.33,13.38,46.49,121.7,55.44,34.35,46.33,166.01,43.16,69.18,79.08,18.48,54.27,41.41,111.11,83.63,82.51,73.93,41.25,91.45,75.4
6-Jun-13,8.26,13.2,45.62,120.59,54.79,33.89,46.08,159.68,42.35,67.99,77.66,18.24,53.5,40.79,108.67,82.75,81.66,73.3,40.72,90.23,74.39
5-Jun-13,8.2,13.09,45.38,121.57,54.61,33.66,46.49,158.3,41.76,66.76,76.7,18.14,53.03,40.65,108.59,79.93,81.2,72.18,39.82,89.65,73.73
4-Jun-13,8.38,13.36,45.42,122.96,55.79,34.62,46.91,161.68,41.99,68.25,77.74,18.6,54.04,41.42,110.02,80.63,81.63,72.85,40.44,90.79,74.77
3-Jun-13,8.52,13.55,45.74,124.09,56.13,34.34,47.02,163.56,42.39,68.79,78.85,19.14,54.49,40.81,110.61,82.02,81.4,73.25,40.73,91.46,75.14
31-May-13,8.5,13.66,45.48,122.75,55.79,34.46,45.98,162.08,41.85,67.41,78.46,19.45,54.59,39.99,110.27,82.5,80.77,73.03,40.55,90.47,74.78
30-May-13,8.49,13.83,46.5,125.11,56.3,34.8,46.96,164.35,42.63,68.74,79.44,19.21,55.62,40.77,111.42,83.54,81.22,74.81,41.25,92.09,75.88
29-May-13,8.58,13.48,47.41,125.49,56.02,34.94,47.46,162.87,43.57,68.57,78.8,19.1,54.67,41.4,111.13,83.71,81.12,74.98,40.75,92.08,75.57
28-May-13,8.59,13.35,47.65,126.43,55.89,35.04,48.58,160.7,43.37,68.52,79.77,19.07,54.6,42.55,111.59,83.75,82.43,75.4,40.52,92.38,76.11
24-May-13,8.48,13.24,47.17,125.45,55.35,35.08,48.09,158.72,43.02,67.48,79.29,19.08,53.66,42.24,110.27,82.06,82.58,74.66,40.24,91.53,75.6
23-May-13,8.54,13.21,47.07,125.4,55.35,35.1,47.63,157.41,43.52,68.04,79.24,19.2,53.35,41.93,110.41,82.36,82.12,75.38,40.01,91.79,75.67
22-May-13,8.69,13.31,47.4,124.93,55.57,35.12,48.26,159.34,44.02,68.58,79.59,19.31,53.63,42.25,110.79,82.45,82.97,75.58,40.1,92.19,75.86
21-May-13,8.76,13.44,47.89,125.94,56.38,35.78,48.28,160.73,44.83,69.61,80.15,19.71,53.02,42.34,112.01,82.88,82.63,77.08,40.68,92.8,76.52
20-May-13,8.76,13.51,48.22,124.78,55.93,35.61,48.77,158.9,45.55,69.72,80.53,19.79,52.29,42.38,111.72,84.6,82.59,77.42,40.2,92.52,76.43
17-May-13,8.61,13.43,47.53,123.42,55.89,35.82,49.25,158.18,45.25,69.68,80.75,19.49,52.3,42.97,111.39,82.68,83.8,75.74,39.88,91.76,76.44
16-May-13,8.5,13.36,46.25,122.76,55.49,35.1,49.59,154.47,43.85,69.11,78.73,18.99,50.97,43.09,111.07,78.52,83.74,75.27,39.26,90.7,75.72
15-May-13,8.5,13.44,46.01,123.01,55.55,35.34,50.36,155.61,44.13,70.6,79.89,19.29,51.09,42.92,111.5,79.38,84.25,75.68,39.3,91.24,76.07
14-May-13,8.56,13.34,46.58,125,55.16,34.93,49.3,154.52,44.2,72.22,79.16,18.76,50.23,42.52,110.59,77.85,83.5,76.86,38.76,91.11,75.67
13-May-13,8.53,12.98,46.64,122.85,54.45,34.35,48.92,149.63,43.56,69.39,77.86,18.45,49.67,42.19,110.5,76.45,83.03,77.04,38.2,90.1,74.91
10-May-13,8.7,13.02,46.84,123.23,55.46,34.46,49,149.1,43.39,69.3,77.74,18.77,48.96,42.15,110.48,77.38,83,76.82,38.03,90.14,74.89
9-May-13,8.79,12.91,46.93,123.64,55.38,34.92,48.62,148.54,43.56,70.96,77.78,19.04,49.04,42.12,109.92,78.47,82.85,77.25,37.89,91.03,74.57
8-May-13,8.87,13.02,47.16,123.36,54.7,34.51,49.4,150.26,43.7,71.89,77.48,19.11,49.76,42.46,108.2,78.61,83.25,77.59,38.45,91.7,74.85
7-May-13,8.64,12.9,46.92,123.04,54.65,34.54,49.49,149.32,43.42,72.26,76.9,18.9,49.14,42.7,108.01,81.44,83.34,76.89,38.4,91.15,74.47
6-May-13,8.69,12.88,46.92,123.25,53.89,34.01,49.32,148.45,43.06,72.46,76.08,18.85,48.18,42.08,107.84,80.34,82.5,76.16,37.9,90.58,74.12
3-May-13,8.62,12.24,46.58,123.49,53.94,33.96,49.2,145.37,42.55,73,75.24,18.65,47.57,42.24,107.83,78.1,82.83,75.72,37.74,90.02,73.94
2-May-13,8.46,12.19,45.18,122.04,53.51,33.12,48.68,143.67,42.4,72.21,73.97,18.43,48.08,41.96,106.04,75.8,82.56,74.25,37.41,88.63,73.22
1-May-13,8.43,12.14,44.49,120.27,53.37,33.15,48.06,142.61,42.08,70.71,72.53,18.25,48.01,42.21,104.55,73.47,82.21,73.79,37.46,87.51,72.51
30-Apr-13,8.5,12.31,45.39,122.01,54.51,33.91,48.83,146.07,42.77,72.18,73.54,18.86,49.01,42.33,104.71,78.36,82.47,74.43,37.98,88.99,73.17
29-Apr-13,8.42,12.38,44.88,121.32,54.1,33.87,48.13,145.11,41.57,72.2,73.8,18.68,48.92,42.24,103.83,82.41,82.65,74.03,37.88,88.21,72.98
26-Apr-13,8.27,12.42,44.13,120.04,52.9,33.42,48.08,144.11,40.57,70.99,73.9,18.6,48.88,42.1,103.79,81.35,82.51,73.34,37.88,88,72.51
25-Apr-13,8.39,12.44,44.25,118.51,53.29,33.97,48.12,144.76,40.75,71.16,74.53,19.04,49,42.35,104.88,81.62,82.82,73.44,37.64,88.07,72.65
24-Apr-13,8.41,12.31,44.44,118.28,52.75,32.17,48.19,143.93,40.92,70.12,74.83,18.56,48.72,42.15,107.87,82.62,82.34,73.17,37.34,89.43,72.34
23-Apr-13,8.12,12.07,43.21,117.48,52.49,31.66,47.78,142.94,39.69,68.21,74.76,18.46,48.17,42.7,107.39,81.55,84.1,71.94,37.13,89.3,72.28
22-Apr-13,8.11,11.72,43.44,116.57,50.41,30.99,47.88,139.52,39.29,67.9,74.59,17.78,47.35,42.72,105.8,79.99,83.38,71.23,36.73,88.09,71.54
19-Apr-13,8.08,11.66,43.58,115.9,49.19,30.55,48.07,138.72,37.21,66.78,74.18,17.55,47.23,42.66,105.71,78.75,82.77,69.95,36.69,87.45,71.23
18-Apr-13,8.03,11.44,44.6,115.59,48.59,30.18,47.11,138.6,37.71,67.02,71.47,17.25,46.64,42.1,104.98,76.99,81.25,71,36.27,86.62,70.56
17-Apr-13,7.96,11.7,44.03,114.81,49.15,30.3,46.93,140.6,37.69,66.91,71.89,17.25,46.79,42.55,105.48,76.61,78.85,70.97,36.56,86.08,71.03
16-Apr-13,8.1,12.28,45,117.01,49.6,30.27,47.52,144.1,39.69,68.79,73.18,17.48,48.49,42.37,106.15,78.87,80,73.29,37.06,86.61,72.04
15-Apr-13,8.04,11.98,44.21,116.57,48.78,30.18,46.73,146.46,38.66,67.97,72.2,17.36,47.93,40.09,105.76,77.52,78.92,71.89,36.57,86.49,71.06
12-Apr-13,8.22,12.17,46,119.94,49.82,31.75,47.64,149.12,40.86,71.39,74.25,17.7,49.01,41.08,107.68,80.29,79.99,75.66,37.21,88.99,72.73
11-Apr-13,8.32,12.27,46.7,120.95,50.29,31.86,47.61,149.07,41.17,72.66,74.7,18.03,49.31,41.18,108.25,82.07,79.96,77.14,37.51,89.22,72.93
10-Apr-13,8.31,12.32,46.57,119.64,49.74,31.83,46.98,149.46,40.39,72.92,74.41,18.1,49.25,41.07,107.69,84.34,80.06,76.99,37.57,88.68,72.64
9-Apr-13,8.39,12.25,45.24,118.64,49.23,31.44,46.35,146.52,39.11,73.3,73.54,18.23,48.68,40.71,105.95,84.8,79.21,75.43,37.45,88.77,71.74
8-Apr-13,8.39,12.21,44.76,117.81,48.8,30.68,46.68,143.82,38.41,72.44,73.55,17.99,48.58,40.86,105.75,83.36,79.5,74.96,37.02,88.6,71.54
5-Apr-13,8.24,11.97,44.7,117.52,48.69,30.9,46.12,143.69,38.6,71.69,72.98,18.19,47.91,40.08,105.78,82.37,78.59,74.35,37.15,89.01,71.07
4-Apr-13,8.22,11.94,44.6,118.07,49.04,31.43,46.5,142.99,38.54,71.79,73.75,18.2,47.49,40.54,105.82,82.62,79.53,73.94,37.42,89.77,71.38
3-Apr-13,8.27,11.81,44.53,117.78,48.79,31,46.29,143.41,38.75,72.06,73.33,17.43,46.85,40.17,105.68,81.39,78.96,74.01,36.67,89.93,71.07
2-Apr-13,8.3,12.15,45.32,119,49.03,30.95,46.64,146.68,39.89,74.14,74.21,17.74,48.28,40.72,106.52,85.48,79.74,74.81,36.88,90.58,71.78
1-Apr-13,8.39,12.15,45.73,119.61,49.01,31.37,46.67,146.04,39.93,73.54,74.33,18.15,47.83,40.45,105.65,89.83,79.1,74.02,36.93,90.77,71.5
28-Mar-13,8.52,12.18,46.41,118.82,49.16,31.84,46.95,147.15,40.41,71.61,75.35,18.59,47.46,40.44,106.31,89.6,79.11,74.89,36.99,90.11,71.74
27-Mar-13,8.49,12.23,46.46,120.19,48.89,31.78,46.67,147.84,40.66,72.03,75.17,18.17,47.77,40.22,105.29,89.67,78.29,75.1,36.98,90.58,71.54
26-Mar-13,8.42,12.28,45.68,120.98,48.97,32,46.7,146.54,40.13,71.11,75.48,18.61,48.64,40.69,106.07,90.93,78.92,74.42,37.3,90.13,71.54
25-Mar-13,8.42,12.4,44.89,120.18,49.11,32.29,46.36,146.11,39.65,70.44,74.86,18.49,48.52,40.12,105.17,90.19,77.83,73.86,37.21,89.02,71.01
22-Mar-13,8.45,12.56,45.25,121.18,49.27,32.78,46.42,146.6,39.16,70.27,75.19,18.68,48.78,40.04,106.42,90.91,78.64,74.37,37.2,89.29,71.25
21-Mar-13,8.45,12.57,44.67,120.34,49.36,32.48,45.6,145.38,39.47,69.27,74.59,18.68,48.35,40.07,104.94,89.06,76.15,73.44,37.14,88.17,71.04
20-Mar-13,8.54,12.78,44.95,120.35,49.84,33.44,45.78,150.13,39.44,69.9,74.7,18.98,49.12,39.87,105.66,91.13,76.32,73.79,37.44,88.63,71.62
19-Mar-13,8.48,12.71,45.11,119.46,49.65,33.19,44.98,148.84,39.62,70,74.03,18.78,49.2,39.33,105.18,88.31,76.67,73.98,37.49,88.58,71.14
18-Mar-13,8.56,12.56,46.72,119.13,49.71,33.27,44.35,151.95,40.73,72.22,73.89,19.26,49.51,38.76,105.41,88.74,76.68,76.34,37.76,88.77,71.3
15-Mar-13,8.63,12.57,47.96,119.68,49.9,33.81,44.07,154.84,41.9,72.51,73.46,19.04,50.02,38.83,106.4,87.93,77.04,79.4,38.2,89.37,71.69
14-Mar-13,8.55,12.11,47.22,120,49.92,33.67,43.78,154.02,42.54,71.97,73.81,19.18,51,39.02,106.02,87.7,77.19,78.75,36.97,89.83,71.82
13-Mar-13,8.54,12.06,46.03,118.36,49.59,33.21,43.72,151.91,41.84,71.69,73.95,18.93,50.16,38.59,105.09,86.83,76.95,77.39,36.77,89.26,71.42
12-Mar-13,8.62,12.01,46.29,118.25,49.71,33.24,44.39,151.85,41.96,70.38,73.59,19.31,50.28,38.96,105.13,88.99,76.89,77.44,36.66,89.16,71.3
11-Mar-13,8.67,12.15,45.84,118.73,49.33,32.99,44.14,153.3,42,69.89,73.86,19.35,50.48,39.31,105.81,87.89,76.85,77.78,37.13,89.16,71.48
8-Mar-13,8.61,12.07,46.08,118.57,49.15,32.77,44,152.98,42.08,69.47,73.7,19.43,50.2,39.22,105.71,89.02,77.2,77.96,36.5,88.97,71.22
7-Mar-13,8.64,12.26,45.24,118.56,48.68,32.5,43.85,156.62,41.41,69.04,72.17,19.02,50.63,39.12,104.54,88.28,77.14,77.82,36.42,88.71,70.93
6-Mar-13,8.57,11.92,44.42,118.47,48.74,32.71,44.18,154.13,40.8,69.49,71.27,18.98,50.03,39.02,104.66,88.54,76.8,77.16,36.05,89.56,70.77
5-Mar-13,8.35,11.55,44.19,117.93,48.68,32.2,44.28,152.96,41,69.82,70.68,18.73,49.49,38.68,104.45,88.75,76.9,76.95,35.88,89.61,70.66
4-Mar-13,8.35,11.41,43.54,117.49,48.31,31.92,43.82,152.18,39.96,68.84,69.7,18.39,49.1,38.82,103.28,89.79,76.6,76.5,35.85,88.95,70.03
1-Mar-13,8.44,11.34,44.39,116.9,48.09,31.81,43.78,150.53,40.63,66.54,70.05,17.46,48.91,38.7,103.77,85.01,75.93,77.64,35.39,89.43,69.69
28-Feb-13,8.52,11.23,44.82,117.15,47.9,31.72,43.62,149.76,41.51,66.5,70.1,17.23,48.92,38.72,104,82.88,75.77,77.85,35.08,89.55,69.54
27-Feb-13,8.54,11.3,45.22,116.65,47.51,31.81,43.2,151.65,41.27,65.68,70.35,16.85,49.28,38.45,103.57,82.74,75.48,77.9,35.13,89.53,69.56
26-Feb-13,8.41,11.13,44.46,114.96,46.97,30.89,42.79,148,40.49,64.61,69.12,16.69,47.6,38.11,102.31,80.55,75.62,76.33,34.75,88.51,68.68
25-Feb-13,8.42,11.03,44.25,113.54,46.43,30.64,42.72,147.65,39.85,63.74,68.95,16.28,47.7,37.72,101.75,79.28,75.19,75.83,34.79,87.7,68.24
22-Feb-13,8.64,11.44,45.8,115.96,47.24,31.38,42.9,154.09,41.11,66.03,69.89,16.69,48.91,38.52,103.54,81.53,75.57,77.79,35.82,89.2,69.52
21-Feb-13,8.66,11.42,45.56,114.99,46.52,30.84,42.57,150.88,40.77,64.4,69.8,16.41,48.25,37.71,102.72,80.59,75.36,77.43,35.46,88.59,68.88
20-Feb-13,8.76,11.8,46.08,114.99,46.54,31.64,42.47,155.18,41.62,66.01,70.35,16.83,48.61,37.73,103.15,80.23,75.42,78.53,35.1,88.97,69.31
19-Feb-13,9.06,12.19,46.65,115.92,47.18,32.2,43,158.65,42.81,68.21,70.93,17.64,49.45,37.67,104.18,84.21,75.5,79.99,35.14,89.32,70.2
15-Feb-13,9.32,12.03,46.58,114.96,46.94,32.16,42.91,154.99,42.7,67.42,70.11,17.16,48.88,37.42,103.23,82.56,73.68,80.03,35.16,88.36,69.69
14-Feb-13,9.29,12.13,47.26,115.71,47.23,32.49,42.8,155.93,43.32,68.35,70.09,17.53,49.22,36.84,102.78,83.16,72.28,81.56,35.21,88.52,69.79
13-Feb-13,9.1,12.17,46.13,115.53,47.58,33,42.69,154.52,40.84,67.96,70.18,17.53,48.68,37.21,102.86,81.67,71.5,78.63,35.13,88.67,69.7
12-Feb-13,9.03,12.24,45.82,116.5,47.98,32.76,45.32,154.11,40.71,66.98,70.42,17.8,49.14,37.56,103.46,80.89,72.17,78.53,35.51,88.46,69.63
11-Feb-13,8.87,11.86,45.4,115.64,47.76,32.48,45.42,152.24,40.87,66.74,70.09,19.07,48.66,38.61,102.62,81.69,72.36,77.93,35.26,88.28,69.52
8-Feb-13,8.94,11.76,45.65,115.64,47.5,32.42,45.73,151.6,41.26,67.37,70.53,18.92,48.63,38.77,102.66,81.43,72.6,79.07,34.88,88.61,69.57
7-Feb-13,8.9,11.84,44.84,115.02,47.29,32.2,45.98,150.26,40.83,66.57,70.37,18.73,48.23,38.91,102.22,79.02,72.81,78,34.66,88.25,69.18
6-Feb-13,8.96,11.93,45.22,115.91,47.44,32.53,46.04,151.12,40.31,66.65,69.92,17.85,48.61,38.31,102.69,77.79,72.77,78.73,34.97,89.79,69.29
5-Feb-13,8.94,11.88,45.09,115.81,47.6,32.31,45.9,150.45,40.91,66.02,69.88,17.81,48.79,38.14,101.49,76.68,73.15,80.16,34.85,89.74,69.24
4-Feb-13,8.86,11.48,44.37,115.2,47.44,32.13,45.42,147.52,40.86,67.49,68.56,17.9,47.68,37.35,100.77,76.8,72.45,79.45,34.76,89.15,68.54
1-Feb-13,9,11.71,45.03,116.5,47.98,32.59,45.24,149.9,41.08,68.21,69.15,18.08,47.85,37.54,101.56,76.21,72.67,79.7,35.13,90.04,69.27
31-Jan-13,8.84,11.32,44.72,115.15,47.45,32.2,45.07,147.86,40.68,67.16,68.24,17.63,47.05,37.24,100.55,74.21,72.85,78.05,34.83,89.97,68.61
30-Jan-13,8.8,11.38,44.95,116.45,47.63,34.61,45.3,147.15,40.2,67.88,68.67,17.65,47.13,37.5,100.8,72.89,73.21,78.6,34.97,90.67,68.79
29-Jan-13,8.88,11.49,45.85,117.21,47.96,34.73,45.01,147.1,40.88,68.11,69.09,17.84,47.12,37.42,101.81,71.97,72.94,79.95,35.27,91.76,69.07
28-Jan-13,8.9,11.48,45.62,116.04,48.15,34.42,44.65,144.15,40.28,62.48,68.92,17.94,46.64,37.01,100.65,68.65,72.61,79.28,35.11,91.11,68.78
25-Jan-13,9.03,11.62,45.61,116.2,48.33,34.58,44.56,144.46,39.72,58.9,68.33,18.12,47.16,37.05,100.59,68.67,72.49,79.51,35.14,91.73,68.88
24-Jan-13,9.04,11.53,44.92,115.5,48.07,34.43,44.54,144.96,37.81,58.44,68.24,18.15,46.37,37.11,99.67,68.65,72.23,78.02,35.16,91.35,68.45
23-Jan-13,9.15,11.42,45.21,115.01,47.5,34.08,44.28,145.56,37.79,57.83,68.27,18.18,46.23,37.13,99.49,67.58,71.81,78.17,34.95,90.7,68.41
22-Jan-13,9.2,11.35,44.85,115.91,47.82,33.95,45.2,145.95,37.93,58.87,68.4,17.82,46.54,37.13,99.33,67.11,72.2,78,35.04,90.92,68.31
18-Jan-13,9,11.14,44.3,115.24,46.99,33.8,45.3,144.45,37.5,57.66,67.81,17.56,46.46,37.7,98.74,65.2,72.48,76.5,34.93,90.8,67.96
17-Jan-13,8.94,11.28,42.73,114.74,46.36,33.81,45.07,141.01,36.3,57.3,67.31,17.69,46.44,37.51,98.08,65.38,72.43,73.37,35.03,90.2,67.76
16-Jan-13,8.88,11.78,42.47,113.97,45.97,33.66,44.94,141.09,36.26,57.03,66.73,17.45,46.82,37.32,97.6,64.74,71.48,73.22,35.09,89.47,67.38
15-Jan-13,8.92,11.55,42.19,113.44,46.25,34.09,45.28,135.59,36.18,56.67,66.88,17.45,46.35,37.32,97.29,64.26,71.6,72.59,35.11,89.53,67.4
14-Jan-13,8.92,11.47,42.01,112.85,46.27,34.28,45.19,136.13,35.91,56.42,66.76,17.25,45.88,36.99,97.08,62.62,71.29,72.77,34.77,89.58,67.32
11-Jan-13,8.94,11.63,43.01,111.73,46.15,33.86,45.08,137.13,36.62,56.25,66.31,17.73,46.14,36.91,96.28,61.99,70.88,73.75,35.1,89.61,67.38
10-Jan-13,8.97,11.78,43.03,110.47,46.2,33.84,45.76,137.37,36.9,56.61,66.42,17.97,46.15,36.96,96.89,62.79,70.81,73.25,35.4,89.1,67.35
9-Jan-13,9.08,11.43,42.41,109.54,46.44,33.5,45.7,134.32,36.48,55.6,66.54,18.18,45.47,37.03,96.41,62.42,70.01,72.2,34.71,88.14,66.88
